סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
0 ,לא רשום ,0 ,לא ידוע ,0 , ,0 , ,24861 ,3143 ,1250 ,1066 ,616 ,693 ,18093
7 ,שחר ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,801 ,67 ,200 ,272 ,100 ,69 ,93
10 ,תירוש ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,447 ,35 ,81 ,162 ,53 ,53 ,63
11 ,ניר ח"ן ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,616 ,47 ,136 ,193 ,82 ,61 ,97
13 ,חצבה ,62 ,באר שבע ,63 ,אילת ,54 ,הערבה התיכונה ,722 ,53 ,190 ,210 ,87 ,40 ,142
15 ,נועם ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,475 ,44 ,107 ,165 ,56 ,41 ,62
16 ,בית ניר ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,695 ,39 ,204 ,199 ,124 ,52 ,77
18 ,שדה משה ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,644 ,69 ,171 ,204 ,76 ,51 ,73
21 ,באר אורה ,62 ,באר שבע ,63 ,אילת ,53 ,חבל אילות ,1132 ,79 ,401 ,351 ,202 ,63 ,36
22 ,מקווה ישראל ,53 ,חולון ,53 ,חולון ,0 , ,227 ,23 ,39 ,78 ,33 ,17 ,37
23 ,אמציה ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,258 ,33 ,59 ,100 ,18 ,18 ,30
24 ,לכיש ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,856 ,54 ,197 ,281 ,148 ,78 ,98
26 ,ראש פינה ,21 ,צפת ,21 ,צפת ,0 , ,3457 ,249 ,686 ,1176 ,452 ,308 ,586
27 ,שדות מיכה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,392 ,26 ,101 ,129 ,38 ,43 ,55
28 ,מזכרת בתיה ,44 ,רחובות ,44 ,רחובות ,0 , ,16544 ,1253 ,4469 ,5556 ,2376 ,1264 ,1626
29 ,יסוד המעלה ,21 ,צפת ,21 ,צפת ,0 , ,1782 ,128 ,359 ,615 ,261 ,177 ,242
31 ,אופקים ,62 ,באר שבע ,62 ,באר שבע ,0 , ,35729 ,4900 ,7996 ,13364 ,3153 ,2663 ,3653
32 ,עוצם ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,654 ,73 ,127 ,226 ,74 ,79 ,75
33 ,בת שלמה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,669 ,48 ,174 ,239 ,84 ,61 ,63
35 ,גדות ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,514 ,40 ,90 ,171 ,54 ,47 ,112
36 ,שדה דוד ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,664 ,83 ,157 ,243 ,68 ,34 ,79
37 ,איתן ,61 ,אשקלון ,61 ,אשקלון ,34 ,שפיר ,554 ,68 ,125 ,209 ,50 ,52 ,50
38 ,כרי דשא ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,4 ,0 ,0 ,0 ,1 ,1 ,2
39 ,גפן ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,396 ,40 ,86 ,142 ,34 ,45 ,49
41 ,אליכין ,41 ,השרון ,32 ,חדרה ,0 , ,3714 ,295 ,787 ,1261 ,464 ,399 ,508
43 ,מטולה ,21 ,צפת ,21 ,צפת ,0 , ,1814 ,111 ,224 ,804 ,198 ,184 ,293
44 ,זוהר ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,388 ,34 ,85 ,145 ,33 ,35 ,56
46 ,יבנאל ,22 ,כנרת ,22 ,טבריה ,0 , ,4563 ,539 ,1460 ,1481 ,348 ,344 ,391
47 ,כפר תבור ,22 ,כנרת ,22 ,טבריה ,0 , ,4853 ,329 ,1156 ,1614 ,644 ,487 ,623
48 ,מנחמיה ,22 ,כנרת ,22 ,טבריה ,7 ,עמק המעיינות ,1262 ,103 ,214 ,446 ,142 ,137 ,220
49 ,אילניה ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,598 ,27 ,108 ,223 ,82 ,80 ,78
52 ,לוזית ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,827 ,89 ,258 ,267 ,109 ,57 ,47
53 ,עתלית ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,10030 ,1162 ,2412 ,3405 ,1158 ,697 ,1196
55 ,נוגה ,61 ,אשקלון ,61 ,אשקלון ,50 ,לכיש ,593 ,51 ,128 ,195 ,76 ,40 ,103
57 ,כנרת )קבוצה( ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,860 ,53 ,158 ,288 ,104 ,74 ,183
58 ,מצפה ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,149 ,11 ,19 ,48 ,17 ,17 ,37
59 ,נחושה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,1574 ,128 ,635 ,539 ,177 ,50 ,45
62 ,דגניה א' ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,680 ,55 ,97 ,235 ,76 ,66 ,151
63 ,כנרת )מושבה( ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,677 ,39 ,102 ,244 ,89 ,94 ,109
64 ,יד רמב"ם ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1226 ,115 ,261 ,433 ,154 ,105 ,158
65 ,מגדל ,22 ,כנרת ,22 ,טבריה ,0 , ,2092 ,199 ,448 ,752 ,219 ,225 ,249
66 ,מרחביה )קיבוץ( ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1400 ,89 ,344 ,426 ,223 ,87 ,231
67 ,אור הנר ,61 ,אשקלון ,61 ,אשקלון ,37 ,שער הנגב ,949 ,93 ,213 ,339 ,116 ,62 ,126
69 ,ניר עוז ,62 ,באר שבע ,62 ,באר שבע ,38 ,אשכול ,493 ,50 ,98 ,158 ,53 ,33 ,101
70 ,אשדוד ,61 ,אשקלון ,69 ,אשדוד ,0 , ,255057 ,22040 ,51465 ,84780 ,29227 ,23562 ,43983
71 ,אשבול ,62 ,באר שבע ,62 ,באר שבע ,42 ,מרחבים ,678 ,55 ,200 ,228 ,82 ,46 ,67
72 ,גן שמואל ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1229 ,98 ,205 ,371 ,167 ,103 ,285
74 ,עין הוד ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,706 ,47 ,139 ,207 ,115 ,84 ,114
76 ,כפר גלעדי ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,770 ,47 ,131 ,238 ,127 ,46 ,181
77 ,איילת השחר ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,1146 ,69 ,246 ,348 ,160 ,88 ,235
78 ,קרית ענבים ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,406 ,26 ,68 ,121 ,71 ,43 ,77
79 ,דגניה ב' ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,827 ,63 ,163 ,250 ,128 ,65 ,158
80 ,נהלל ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1138 ,115 ,243 ,411 ,104 ,100 ,165
82 ,עין חרוד )מאוחד( ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,946 ,52 ,184 ,305 ,119 ,72 ,214
84 ,תל יוסף ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,565 ,40 ,152 ,157 ,72 ,38 ,106
85 ,כפר יחזקאל ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1144 ,103 ,306 ,385 ,152 ,57 ,141
86 ,גבע ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,715 ,54 ,114 ,242 ,91 ,68 ,146
88 ,כרם בן שמן ,43 ,רמלה ,43 ,רמלה ,25 ,חבל מודיעין ,82 ,6 ,20 ,18 ,10 ,7 ,21
89 ,עין חרוד )איחוד( ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,742 ,48 ,129 ,222 ,86 ,75 ,182
90 ,חפצי-בה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,848 ,61 ,187 ,267 ,100 ,64 ,169
92 ,גיניגר ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,802 ,54 ,165 ,257 ,95 ,81 ,150
94 ,בלפוריה ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,613 ,49 ,148 ,205 ,82 ,37 ,92
95 ,בית אלפא ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1210 ,97 ,219 ,424 ,114 ,103 ,253
96 ,יגור ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,1893 ,134 ,334 ,712 ,251 ,117 ,345
97 ,מרחביה )מושב( ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,776 ,44 ,148 ,273 ,104 ,91 ,116
98 ,כפר מל"ל ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,380 ,31 ,65 ,118 ,49 ,34 ,83
99 ,מצפה רמון ,62 ,באר שבע ,62 ,באר שבע ,0 , ,5605 ,618 ,1156 ,2216 ,513 ,429 ,673
102 ,מאיר שפיה ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,187 ,8 ,51 ,80 ,12 ,12 ,24
103 ,תל עדשים ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1349 ,97 ,384 ,433 ,225 ,107 ,103
104 ,מזרע ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,977 ,93 ,155 ,310 ,98 ,94 ,227
106 ,כפר גדעון ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,320 ,39 ,95 ,110 ,24 ,18 ,34
107 ,כפר סילבר ,61 ,אשקלון ,61 ,אשקלון ,36 ,חוף אשקלון ,145 ,11 ,29 ,66 ,18 ,13 ,8
112 ,כפר חסידים א' ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,787 ,76 ,187 ,235 ,86 ,61 ,142
113 ,אדירים ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,336 ,32 ,71 ,112 ,47 ,30 ,44
115 ,חופית ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1023 ,64 ,189 ,307 ,162 ,95 ,206
122 ,רמת ישי ,23 ,עפולה ,23 ,עפולה ,0 , ,8088 ,570 ,1671 ,2799 ,1044 ,772 ,1232
126 ,שריד ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1156 ,64 ,270 ,315 ,161 ,81 ,265
127 ,רמת רחל ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,565 ,57 ,123 ,181 ,73 ,50 ,81
128 ,גת רימון ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,279 ,24 ,52 ,88 ,39 ,19 ,57
130 ,משמר העמק ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1406 ,111 ,221 ,467 ,196 ,133 ,278
132 ,כפר ברוך ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,663 ,78 ,202 ,196 ,86 ,24 ,77
133 ,גבת ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1027 ,89 ,232 ,289 ,147 ,57 ,213
134 ,יפעת ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1253 ,83 ,297 ,379 ,191 ,81 ,222
135 ,רמת דוד ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,658 ,62 ,174 ,206 ,85 ,31 ,100
139 ,עין שמר ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,808 ,50 ,140 ,267 ,91 ,59 ,201
140 ,כפר יהושע ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1257 ,93 ,309 ,392 ,196 ,116 ,151
141 ,ברק ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,398 ,28 ,65 ,145 ,44 ,41 ,75
142 ,שדה יעקב ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,1112 ,120 ,343 ,352 ,124 ,59 ,114
143 ,בית זרע ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,791 ,42 ,114 ,289 ,96 ,59 ,191
144 ,גן שלמה ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,630 ,66 ,141 ,193 ,78 ,46 ,106
145 ,גדיש ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,382 ,35 ,60 ,126 ,56 ,53 ,52
146 ,דבורה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,315 ,26 ,65 ,93 ,34 ,33 ,64
147 ,גבעת ברנר ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,2767 ,160 ,631 ,790 ,496 ,201 ,489
154 ,תל מונד ,41 ,השרון ,41 ,נתניה ,0 , ,14475 ,981 ,3667 ,4794 ,2442 ,1219 ,1372
155 ,באר טוביה ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1280 ,93 ,364 ,398 ,178 ,91 ,156
156 ,עיינות ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,257 ,18 ,23 ,189 ,15 ,4 ,8
157 ,עין ורד ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1674 ,106 ,433 ,512 ,291 ,118 ,214
158 ,נען ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1949 ,174 ,407 ,675 ,239 ,102 ,352
159 ,בית חנן ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,673 ,41 ,125 ,210 ,95 ,68 ,134
160 ,חולדה ,43 ,רמלה ,43 ,רמלה ,30 ,גזר ,1152 ,111 ,384 ,308 ,188 ,50 ,111
162 ,חירות ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1369 ,69 ,372 ,385 ,249 ,140 ,154
163 ,תימורים ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,831 ,41 ,156 ,293 ,107 ,117 ,117
164 ,מלאה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,395 ,38 ,84 ,140 ,49 ,34 ,50
165 ,ניר יפה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,703 ,46 ,217 ,237 ,81 ,31 ,91
166 ,גן יבנה ,44 ,רחובות ,44 ,רחובות ,0 , ,24438 ,1582 ,6070 ,8667 ,3759 ,2220 ,2140
167 ,עין החורש ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,953 ,70 ,180 ,289 ,113 ,71 ,230
168 ,כפר יונה ,41 ,השרון ,41 ,נתניה ,0 , ,26322 ,2482 ,6194 ,9443 ,3360 ,2023 ,2820
170 ,כפר יעבץ ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,747 ,68 ,188 ,261 ,89 ,63 ,78
171 ,פרדסיה ,41 ,השרון ,41 ,נתניה ,0 , ,7500 ,644 ,1475 ,2720 ,854 ,814 ,993
173 ,גבעת חיים )מאוחד( ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1214 ,70 ,238 ,376 ,179 ,78 ,273
174 ,נטעים ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,806 ,52 ,177 ,256 ,141 ,82 ,98
175 ,אביחיל ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1408 ,87 ,324 ,429 ,170 ,131 ,267
176 ,אפיקים ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,1419 ,73 ,235 ,450 ,195 ,103 ,363
177 ,כפר ביל"ו ,44 ,רחובות ,44 ,רחובות ,30 ,גזר ,1185 ,90 ,221 ,385 ,158 ,135 ,196
178 ,רמת יוחנן ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,1198 ,118 ,205 ,447 ,139 ,93 ,196
182 ,אבן יהודה ,41 ,השרון ,41 ,נתניה ,0 , ,14934 ,1004 ,3693 ,4625 ,2274 ,1158 ,2180
183 ,ירקונה ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,409 ,16 ,74 ,133 ,78 ,43 ,65
184 ,רמת הכובש ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1055 ,82 ,238 ,301 ,145 ,51 ,238
186 ,נעורים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,231 ,19 ,25 ,105 ,26 ,24 ,32
187 ,כפר הס ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,1510 ,99 ,338 ,491 ,264 ,156 ,162
188 ,אשדות יעקב )מאוחד( ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,768 ,49 ,159 ,244 ,107 ,58 ,151
189 ,כפר פינס ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,676 ,87 ,202 ,216 ,48 ,34 ,89
190 ,כפר ויתקין ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1932 ,116 ,423 ,614 ,329 ,198 ,252
191 ,הדר עם ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,822 ,60 ,236 ,233 ,137 ,60 ,96
192 ,כפר החורש ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,746 ,87 ,164 ,249 ,69 ,60 ,117
193 ,כפר חיים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,602 ,43 ,136 ,165 ,96 ,51 ,111
194 ,משמר השרון ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,795 ,69 ,164 ,262 ,84 ,68 ,148
195 ,קדימה-צורן ,41 ,השרון ,41 ,נתניה ,0 , ,22984 ,1669 ,5616 ,7750 ,3450 ,2385 ,2114
196 ,גיבתון ,44 ,רחובות ,44 ,רחובות ,28 ,ברנר ,404 ,32 ,91 ,116 ,55 ,23 ,87
197 ,מעברות ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,1076 ,94 ,193 ,326 ,118 ,93 ,252
198 ,צופית ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1132 ,46 ,284 ,315 ,216 ,97 ,174
199 ,אשדות יעקב )איחוד( ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,1034 ,71 ,278 ,328 ,139 ,67 ,151
200 ,בית ינאי ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,404 ,22 ,80 ,104 ,72 ,40 ,86
202 ,בית עובד ,44 ,רחובות ,44 ,רחובות ,27 ,גן רווה ,343 ,18 ,72 ,95 ,54 ,24 ,80
204 ,אלישיב ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,724 ,48 ,188 ,237 ,92 ,50 ,109
205 ,חגלה ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,801 ,50 ,240 ,213 ,164 ,56 ,78
206 ,רמות השבים ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1620 ,108 ,333 ,506 ,227 ,167 ,279
207 ,גבעת ח"ן ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,408 ,27 ,86 ,120 ,45 ,41 ,89
208 ,מוצא עילית ,11 ,ירושלים ,11 ,ירושלים ,26 ,מטה יהודה ,1295 ,81 ,211 ,373 ,175 ,133 ,322
212 ,בית צבי ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,115 ,20 ,28 ,57 ,3 ,3 ,4
213 ,משמרות ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,1189 ,99 ,418 ,348 ,187 ,44 ,93
217 ,כפר הרא"ה ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,1260 ,134 ,369 ,389 ,139 ,68 ,161
218 ,גני עם ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,257 ,9 ,36 ,70 ,41 ,37 ,64
219 ,חיבת ציון ,41 ,השרון ,32 ,חדרה ,16 ,עמק חפר ,794 ,91 ,199 ,263 ,91 ,48 ,102
220 ,כפר ביאליק ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,659 ,52 ,147 ,206 ,77 ,48 ,129
223 ,עין עירון ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,572 ,54 ,108 ,207 ,73 ,59 ,71
224 ,שושנת העמקים ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,590 ,43 ,91 ,213 ,75 ,58 ,110
225 ,גן השומרון ,32 ,חדרה ,32 ,חדרה ,14 ,מנשה ,878 ,62 ,185 ,285 ,117 ,85 ,144
229 ,גני תקווה ,42 ,פתח תקווה ,42 ,פתח תקוה ,0 , ,23050 ,2076 ,5258 ,7236 ,2934 ,1754 ,3792
230 ,מעש ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,950 ,85 ,192 ,284 ,124 ,70 ,195
232 ,שפיים ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1482 ,119 ,317 ,485 ,209 ,103 ,249
233 ,כפר ידידיה ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,721 ,42 ,191 ,195 ,133 ,39 ,121
234 ,ביצרון ,61 ,אשקלון ,61 ,אשקלון ,33 ,באר טוביה ,1236 ,94 ,294 ,405 ,173 ,92 ,178
235 ,חבצלת השרון ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,477 ,25 ,94 ,119 ,73 ,45 ,121
237 ,שער העמקים ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,773 ,70 ,136 ,225 ,101 ,62 ,179
239 ,גן חיים ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,724 ,45 ,145 ,236 ,100 ,85 ,113
240 ,יקנעם עילית ,23 ,עפולה ,23 ,עפולה ,0 , ,25999 ,1956 ,5413 ,9340 ,3777 ,2229 ,3284
241 ,יקנעם )מושבה( ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1455 ,122 ,309 ,467 ,180 ,92 ,285
242 ,בית השיטה ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1527 ,91 ,345 ,454 ,207 ,119 ,311
246 ,נתיבות ,62 ,באר שבע ,62 ,באר שבע ,0 , ,42452 ,6192 ,11292 ,16029 ,3401 ,2473 ,3065
247 ,רשפון ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1334 ,101 ,316 ,420 ,207 ,112 ,178
248 ,בית שערים ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,754 ,69 ,186 ,224 ,106 ,43 ,126
249 ,כפר סירקין ,42 ,פתח תקווה ,42 ,פתח תקוה ,20 ,דרום השרון ,1496 ,117 ,389 ,452 ,227 ,111 ,200
250 ,הזורע ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1275 ,77 ,184 ,405 ,157 ,104 ,348
252 ,ביתן אהרן ,41 ,השרון ,41 ,נתניה ,16 ,עמק חפר ,271 ,10 ,37 ,61 ,18 ,16 ,129
253 ,חולתה ,21 ,צפת ,21 ,צפת ,1 ,הגליל העליון ,708 ,77 ,164 ,237 ,70 ,51 ,109
254 ,כפר המכבי ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,444 ,38 ,89 ,137 ,47 ,40 ,93
255 ,כפר חיטים ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,726 ,37 ,168 ,253 ,108 ,77 ,83
256 ,ניר דוד )תל עמל( ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,891 ,56 ,200 ,272 ,112 ,81 ,170
257 ,נופך ,42 ,פתח תקווה ,42 ,פתח תקוה ,25 ,חבל מודיעין ,591 ,71 ,115 ,227 ,57 ,56 ,65
259 ,שדה נחום ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,950 ,82 ,264 ,319 ,153 ,56 ,76
262 ,גינוסר ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,744 ,38 ,131 ,230 ,87 ,54 ,204
263 ,מסדה ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,357 ,30 ,51 ,136 ,39 ,31 ,70
264 ,שער הגולן ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,619 ,36 ,91 ,185 ,78 ,53 ,176
265 ,בית יוסף ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,488 ,38 ,87 ,191 ,50 ,57 ,65
267 ,כפר שמריהו ,51 ,תל אביב ,57 ,הרצליה ,0 , ,2529 ,112 ,450 ,699 ,338 ,290 ,640
268 ,טירת צבי ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,929 ,105 ,302 ,291 ,72 ,34 ,125
269 ,מולדת ,23 ,עפולה ,23 ,עפולה ,8 ,הגלבוע ,1231 ,78 ,315 ,397 ,213 ,86 ,142
270 ,עין השופט ,23 ,עפולה ,23 ,עפולה ,13 ,מגידו ,1207 ,63 ,180 ,407 ,146 ,91 ,320
272 ,מעוז חיים ,23 ,עפולה ,23 ,עפולה ,7 ,עמק המעיינות ,600 ,40 ,74 ,239 ,67 ,49 ,131
273 ,עין גב ,22 ,כנרת ,22 ,טבריה ,6 ,עמק הירדן ,652 ,59 ,95 ,235 ,62 ,66 ,135
274 ,כפר מנחם ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,1442 ,70 ,468 ,368 ,295 ,72 ,169
276 ,צור משה ,41 ,השרון ,41 ,נתניה ,18 ,לב השרון ,2900 ,165 ,846 ,870 ,586 ,183 ,250
278 ,אושה ,31 ,חיפה ,31 ,חיפה ,12 ,זבולון ,540 ,54 ,95 ,174 ,68 ,49 ,100
280 ,חניתה ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,980 ,49 ,206 ,303 ,136 ,85 ,201
281 ,פקיעין חדשה ,24 ,עכו ,24 ,עכו ,52 ,מעלה יוסף ,517 ,71 ,108 ,196 ,55 ,50 ,37
282 ,שבי ציון ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,1370 ,102 ,349 ,427 ,205 ,85 ,202
284 ,שדה ורבורג ,42 ,פתח תקווה ,47 ,כפר סבא ,20 ,דרום השרון ,1410 ,73 ,339 ,439 ,245 ,113 ,201
285 ,אלונים ,23 ,עפולה ,23 ,עפולה ,9 ,עמק יזרעאל ,761 ,82 ,127 ,249 ,63 ,67 ,173
286 ,מעלה החמישה ,11 ,ירושלים ,13 ,בית שמש ,26 ,מטה יהודה ,924 ,94 ,238 ,282 ,117 ,61 ,132
287 ,תל יצחק ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,817 ,52 ,97 ,125 ,75 ,40 ,428
288 ,בית יהושע ,41 ,השרון ,41 ,נתניה ,19 ,חוף השרון ,1124 ,75 ,283 ,376 ,178 ,66 ,146
289 ,עין המפרץ ,24 ,עכו ,24 ,עכו ,4 ,מטה אשר ,965 ,59 ,180 ,270 ,147 ,73 ,236
290 ,מעין צבי ,32 ,חדרה ,32 ,חדרה ,15 ,חוף הכרמל ,954 ,66 ,167 ,262 ,130 ,93 ,236
292 ,שרונה ,22 ,כנרת ,22 ,טבריה ,3 ,הגליל התחתון ,661 ,45 ,184 ,205 ,82 ,36 ,109
293 ,שדה יואב ,61 ,אשקלון ,61 ,אשקלון ,35 ,יואב ,648 ,69 ,183 ,213 ,74 ,47 ,62
